,title,review,date,month,year,rating
1549,"""new improvements are excellent""","flew london heathrow to new york jfk. have flown this route a number of times with british airways, but this was my first experience with the new club world offerings (white company bedding, improved catering, refurbished 747 club world cabin). the new improvements are excellent, particularly the catering. both the presentation and the taste of the new food is a significant step above the previous club world catering offering and the new ‘pick your starter and desert’ options from the display trolley is a real nice touch. the new bedding makes the club world bed much more comfortable to sleep on.",2017-11-30,November,2017,9.0
1550,"""unreliable, unprofessional airline""","berlin to london city. i have never experienced such an unreliable, unprofessional airline, that is so hard to contact. my flight kept being delayed for hours. after more than 4 hours delay, there was no point for me to fly to london anymore, as i had missed an important meeting. i was told that i will get my flight price refunded and also get a compensation. after a few days i call their customer support to ask about the refund. they told me that i will get the refund within 7 days. after 4 weeks, i notice that they still haven't refunded me. it's very difficult to contact them. the phone hotline is only available until 5pm (monday-friday). they hide the contact form somewhere deep in their website. once i managed to send them a message, i only get a reply a few days later telling me, that they can't reply to this case via email and that i should call. all i want at this point is to get my deserved flight price refund. i take an hour off my work to be able to call in their short opening times. after being on hold for a while, it turns out, they made a mistake and will refund me the ticket within the next 48 hours. a very convenient mistake, to forget a 360€ refund and not be able to look into this via an email inquiry. only after i asked what compensation i will get for this, i was offered 5000 avios points. no thanks, with that level of unreliability and bad customer service, i will make sure to never fly british airways again. i make sure to tell all my friends about this experience.",2017-11-30,November,2017,1.0
1551,"""pleasure to fly with a great airline""","flew funchal to london gatwick. just wanted to thank the staff on the aircraft for retrieving my game console, was a pleasure to fly with a great airline like british airways. i left my console on the flight, once i realised that i have left it behind i headed over to the help desk which is located in the baggage control area. the staff were friendly and happy to assist me, the gentlemen made a call and while this was happening the air hostess appeared with my console in hand. this has really made me appreciate flying with a high quality airline. future flights to madeira are most certainly going to be with british airways.",2017-11-30,November,2017,10.0
1552,"""One issue after another!""","flew newcastle to san francisco via london heathrow with british airways. one issue after another! the flight from newcastle boarded early but due to weather conditions in london, we departed late. we should have had a two hour lay-over for our connecting flight but arrived only thirty minutes prior to departure to san francisco and were told at disembarkation that we had been re-routed via washington! our booked flight to san francisco also departed late and we sat in the lounge watching it push back. we finally got on the washington bound aircraft but were again delayed in order to allow late arriving passengers from amsterdam to catch the flight. the delay meant that the late departure was then caught up in a computer problem at heathrow thus delaying the flight further. we eventually arrived in washington twenty minutes before the next connecting flight - there was an announcement over the tannoy system for us to hurry up but no physical help available. obviously we missed the flight and spent the next hour (around about 23.00) trying to find help at the check-in desk in a practically empty airport. united (acting on behalf of ba) checked us onto a flight the following morning and the ba staff eventually found us a hotel room thirty minutes drive away. ironically, the ba personnel had been busy ensuring the the passengers from amsterdam that had caused the late departure made their connecting flight and were therefore not available to help us! we were also downgraded to economy on the flight between washington and san francisco as business class was full. we eventually got to san francisco about 22 hours after our scheduled arrival. ba offered no compensation for either the time lost or the down-grade in class. they did pay for the taxi from the hotel and the cost of the pre-booked (but unused) hotel in san francisco. the airline blamed everything on circumstances and would not accept any responsibility. not a good experience at all and nobody really cares!",2017-11-30,November,2017,2.0
1553,"""BA needs to improve and fast""","manchester to london. we were flying business class and expected a fast track boarding, but alas the fast track boarding queue was longer than normal boarding queue! then on the flight it was the case of 2 ends of the plane on either side of the curtain, those in the front were offered a quick sandwich and a drink those behind had to purchase. the short flight was on time, the leg room in front of the plane was exactly same as at the rear except the middle seat was blocked off! though it felt like business class in the plane, on the ground pre boarding it certainly did not! ba needs to improve and fast?",2017-11-28,November,2017,5.0
1554,"""check in my carry on luggage for free""","london to athens. on the date of the flight i received a text message and an email saying my flight is full so i could check in my carry on luggage for free, later on another text saying that i will have 46 minute delay. i was at the airport almost 3 plus hours before. checked in at the machines but it couldn't allocate my seat number. then a british airways assistant came and successfully gave me my boarding pass with my seat number. seating at a cafe i was checking the tv screen every 5-10 minutes and it said delay 12:46. my flight was scheduled for 12:00. at 11:45 i tried to pass through security but the machine would allow me to scan my boarding pass and asked me to seek assistance. the security officer told me that i lost the flight because my flight was at 12:00 and suggested me to go to counter c1. now at the counter c1 a lady told me that the flight was at 12:00 and i lost it. while i was explaining that the flight will be delayed she made phone calls and tried to explain the whole situation. then she told me to go through security because the bar code on my boarding pass will be valid for 2 minutes! went straight to my exit and it was packed from people sitting. waited at the gate for another almost hour and in total the delay on arrival to athens was 1hr 20mins.",2017-11-26,November,2017,1.0
1555,"""sad to see how BA service went down""","very disappointing. i was scheduled on a british airways flight to connect to a long haul flight at heathrow and having flown ba in the past it was very sad to see how ba service went down this year. meal and drinks for purchase, uninspired staff and delay on inbound flight. i would fly a low cost carrier instead, since that's exactly what ba now achieves. many years ago it was one of the european flagship carriers and it was fun to fly ba, now it's just another shrinking violet.",2017-11-25,November,2017,1.0
1556,"""a no frills business class""","this was really a no frills business class. this flight was part of trip with qatar airways. unfortunately, the london to doha was operated by british airways. the seat is cramped and really outdated compared to the other major airlines. the ife was really poor with old screen system and poor range of options. the meal was not good related to the price you have to pay. the fas were really dull, nothing wrong but no effort to communicate with passengers like fas from other airlines. ba really need to refresh or renovate their business class cabin. it might be excellent innovation back in mid 2000s but the industry has moved on.",2017-11-25,November,2017,4.0
1557,"""British Airways is seriously lacking""","british airways is seriously lacking in all areas. singapore to sydney return in economy. fly the route often, usually with qantas which are great. the flight out to sydney is only 7.5 hours and over night - most people are looking to maximise their sleep. especially those who have come from london. cabin crew were surly, unhelpful and seemed rushed and disorganised. after departure they took almost three hours to get the dinner service over and done with and turn off the lights so people could get some rest. during the flight cabin crew chatted loudly and seemed unaware that people may actually want to rest and get some sleep. the food is very average also. two hours before landing, they serve a pre landing breakfast snack of a sandwich wrapped in plastic. no tea or coffee. the competition is too strong for this route. i would never use them again.",2017-11-24,November,2017,3.0
1558,"""BA is shameless and embarrassing""","london heathrow to basel. boarding: there are now so many 'priority boarding' passengers that all those who do not fall into this category are left to feel like second-class citizens. (the new numbering system is likely to cement this impression further.) since i was traveling on a 'low-price' ticket, i found myself seated right at the back of the airplane. yes, ba appears intent on replicating england's class system!  on board there was a delay of 40 minutes due to a french atc strike. obviously, this was not ba's fault, but no drinks, not even water was offered during the wait on the tarmac. after take off, the drinks trolley moved painfully slowly down the cabin. why ba offer heated sandwiches, further slowing down their bob service even further, when only two ec cabin crew are serving in the first place, is beyond me. the no-cash policy further contributes to the snail-pace progress of the trolley. the trolley (and a cup of tea) was within grasping distance as the captain announced we would be landing in ten minutes. end of service. someone at the back quipped, 'so you opted for the premium seats, too!' yes, ba is a joke, its attitude towards passengers (its customers) shameless and embarrassing. it wasn't until i had left the airport that i was able to get that cup of tea. needless to say, eurowings and easyjet do things much better.",2017-11-24,November,2017,1.0
1559,"""poor quality product crew have to support""","miami to london heathrow. a bit of a mixed bag. boarding at miami was conducted efficiently and the flight departed on time, albeit that some passengers were still getting into their seats as the aircraft was pushed back! so much for safety. seat would not remain in the upright position resulting in an uncomfortable flight and subsequent aching back on arrival at heathrow. also my wife’s ife failed mid flight. impossible to hear information from the flight deck. these ageing 747’s really are in desperate need of replacement. the congealed chicken curry was disgusting and unpalatable, the alternative pasta dish was deemed acceptable. the minimal breakfast offering leaves a lot to be desired. the only redeeming feature was the excellent service provided by the young enthusiastic cabin crew. they must feel very demoralised given the poor quality product they have to support. flight arrived early and luggage was delivered promptly.",2017-11-24,November,2017,3.0
1560,"""the worst airline I have flown""","prague to washington via london. british airways has turned out to be the worst airline i have flown. unfortunately i am forced to fly them often from prg, if i want to connect on their one world partner aa, which i have exec plat status with. ba charges for everything, including water. prg-lhr is on a small business class seat (same as in economy), dried up breakfast that was tasteless, flight attendants that could not care less and when i asked for coffee told me they were landing soon (40 mins before landing) and that i should have thought of it earlier. london to washington  was on a broken down 747, seat sofa which you are supposed to lie on broke down and caved in on the floor. had to be moved twice before they found functioning seat. food was dried up beef with red that gave me a headache after two sips. entertainment system has about 40 movies, compared to about 200 options on aa flights. overall horrible experience. the extra added costs for flying over lhr and paying extra  tax is ridiculous. ba, what is it about your flights prg-lhr, with your onboard luggage allowance only? they charge usd 100 for a checked in luggage even to emerald partners?  horrible food, aircraft, lhr and transfer experience. good luck ba, will avoid at all costs. included a picture from the bathroom which was broken.",2017-11-23,November,2017,1.0
1561,"""An excellent flight""","cape town to london. i can report a positive experience on our flight. from the moment we boarded, cabin crew were polite and efficient, and provided a high-class service throughout. seats 4e/f suffer a bit from poor storage space and a lack of privacy, but they are the best for a couple. glasses were kept topped-up even before take-off. the menu provided four choices of both starter and mains, and all the dishes were both well-presented and well-cooked. talking to cabin crew, it seems that staff are now being trained to prepare and present food with greater care, and this really showed on the flight. the ife screen was the usual low resolution with a limited selection of films. still no wifi, of course. take-off and landing was on schedule, and announcements from the cockpit had that typical air of friendly professionalism. an excellent flight, overall.",2017-11-23,November,2017,9.0
1562,"""the CEO is running BA to the ground""","bangkok to london heathrow. despite all the negative reviews i decided to fly with ba on my recent trip to europe, on this route ba has a daylight flight (i can't stand midnight plus departure and night flight where you can't sleep anyway and arrive at your destination wasted), more luggage allowance in premium economy and they advertised what seemed to be a comfortable cabin and stylish service. the fare was also pretty good. in the end, i have to admit my mates were right, this was a let down all along. my issues were the following. i purchased a ticket in premium economy. the advertised seats on the ba thailand website were reflecting the newer version, when in fact not one of the 777-200 which operates the lhr-bkk-lhr route have been refitted. the seat date from the early 2000's - almost two decades ago, and i had to pay 35 pounds each way to select my seat. come on ! yes i got my amenities kit, a better pillow british papers and pre-departures drinks, a full bar and plenty of drinks to keep me going for 12hr plus. but the seat is old, not that comfy, the ife belongs to the late 90's and is a disgrace to the industry. great sound, good headset but rubbish tiny screen with a poor picture quality. i spent 12hr looking at the ceiling as i could not see squat. the seat itself is way outdated and the cabin/seat were dirty. it was however a bit better out of lhr but still not that great. the meal service was not good out of bkk. bar service did not have peanuts or savory snack - just a napkin. main dish was ok, but appetizer and dessert a cheap joke. no cheese nor crackers. not enough at all, you are left starving, and in economy it is even worst. i have to say it was better on the return leg and will give you more details in a bit. cabin crew told me they just reverted to the old style as they have had way too many complaints and the j/c had a brand new a la carte service as well.  cabin crew operating both legs were great - professional, approachable and present in the cabin every 30mins with drinks. out of lhr the main meal was this time pretty good, including cheese and crackers and a much better appetizer plus desert. the only false note was the meal pre-selection. you get served first as they do with special meals - but do not offer you any drinks. you have to wait for a very long time. by then my meal was cold and i sent it back. they did replace it right away, but this was clearly a waste of time. pre-selecting your meal, means you are sure to get your choice of casserole and that you wish to be served at the same time then others so the bar is right behind and one can enjoy a glass of red with is steak. pax with special meals service can wait as the crew have way more to hand out and these veggies lovers often do not drink anyway. other than that it was this time a decent meal. having said that, there was no middle service, which meant 9 h between lunch and breakfast without even a snack. not acceptable on such a long haul. funny enough the bkk-lhr feature three meals so why not on the lhr-bkk leg ?. ba could be so much better. they have a great force but way too many cost cutting left and right - and should have upgraded all their fleet at least 5 years ago. it is clear to me the ceo is running ba to the ground and needs to get the sack by share holders sooner rather than later .",2017-11-21,November,2017,5.0
1563,"""bus transfer and arrival at 2.30am""","after 3 hour delay at airport, flight destined for verona with arrival time of 21.35, was rerouted to venice, meaning bus transfer and arrival at 2.30am. we passsengers were informed minutes before boarding plane of this change. i had planned to stay the night with a friend who was going to pick me up at the airport. at such an unsociable hour of the morning, i could no longer disturb her. i explained all this to ba, who advised me that a rep would help me find a hotel and i would be reimbursed. on arrival, i was brusquely told by a ba rep to go online and find my own accommodation. after a more than 5 hour delay, my phone had no battery life. i was left to borrow a fellow passenger's phone and search for the cheapest motel near the airport - miles away from where i should have been. it transpires ba knew there had been technical problems in the morning of the flight - yet sent passengers an email urging us to get to the airport even earlier. i wasted 5 hours at gatwick (when i could have carried on working). also had i known, would have tried to get on an earlier flight or postpone our journey. to top it all, when all 150 passengers finally arrived at the deserted airport of verona at 2.30 am - no taxis. ba had not thought of contacting local taxis informing them of a queue of tired clients. further wait. not only had i missed my dinner reunion, to my astonishment british airways has refused to reimburse my hotel bill, stating that they had after all got me to my destination. i hadn't even counted the extra taxi bills i incurred (£45) - but i did expect ba to reimburse the 50€ hotel as a goodwill gesture. not impressed.",2017-11-21,November,2017,2.0
1564,"""Short-haul with BA never again""","flew british airways from madrid to london heathrow. an aircraft full of people. we were being asked to check-in our hand luggage or, in some cases, to leave it by the aircraft and pick it up upon arrival. i must say i find this irritating, as i had one piece of luggage, within the rules. other people didn't. those should be asked to do this. i truly felt as if i were in a low cost airline, which is sad to see. short-haul with ba never again!",2017-11-20,November,2017,2.0
1565,"""solid product and excellent crew""","tel aviv to london. we arrived at the airport with a lot of time due to the stories of how long security can take. the stories were true, although it is actually a very efficient and well organised airport, they just have very thorough border and immigration services as well as all passengers face enhanced security scanning of hand luggage etc. there were limited priority options available for first class passengers, although i suspect that is more down to the airport than british airways. the lounge provided is a third party one and is the same for business and first, and isn’t really acceptable. if it was just business then it would be ‘fine i guess’ but there is not very much seating, the food offerings were almost non existent and drinks were limited. even the main coffee machine was broken so there was another, very complicated, machine with all instructions only in hebrew. at the gate there was the usual ‘priority boarding’ queue as well as the regular queue. but the priority queue included all first and club passengers as well as all oneworld emerald, sapphire and ruby members - which is a lot of people! whilst it is nice to offer a perk to all of those members, there really should be another queue for first and oneworld emerald as the queue was quite long. the service on board didn’t start off very well for me as due to some confusion amongst the crew i got missed out when crew were offering drinks amenity kits etc, and after seeing every one was finished and the crew were all relaxing at the front i had to go to the galley and ask. they were very apologetic and provided excellent service for the rest of the flight but those kind of mistakes really shouldn’t happen in first. the seat is comfortable and offers a reasonable level of privacy and storage space. annoyingly the ife has to be stowed for take off and landing, which limits how much you can watch. it was the thales entertainment system so the quality was reasonable and with a fairly good selection of things to watch. the food and drinks on board were all excellent, including a delicious veal cheek main course and some wonderful wines that went together very well. aside from the hiccup at the beginning, the whole experience on board felt very attentive and special. it would have been nice to have been referred to by name, which i have had before on ba and with other airlines, even in business class. on arrival the priority bags came out incredibly quickly and were on the belt before we got there, which was impressive as immigration had also been very quick. overall this was a very nice flight with a solid product and excellent crew, let down only by the ground service in israel. i used avios and a companion voucher for this flight so it worked out excellent value for money.",2017-11-20,November,2017,7.0
1566,"""was a very enjoyable flight""","london to tel aviv. arrived at heathrow at about 5pm expecting it to be very busy, but check and security felt like it was 10pm, very easy and quick process (which included regular rather than fast track security as we didn’t follow the signs properly). we used galleries south lounge and first impressions were actually pretty poor, although they did later improve. the food offering on arrival was a few sandwiches, soup and some dry cake. this wasn’t really acceptable at all although about an hour after we arrived the evening meals were laid out and there was a good selection of hot and cold dishes which were quite tasty. drinks overall were good as always with british airways although champagne is only served on request and the quality of the one provided was really quite appalling. in terms of seating, there was enough for all the passengers in there, and it was quite busy, and due to it being broken up into different areas it felt like a nice place, although better variety in seating, including some more comfortable chairs, would be appreciated as well as a bit of modernising. this biggest failing was the staff in the lounge, which were more similar to staff in a factory canteen than what you find in competitors lounges. smiles are free and go a long way, and whilst being unobtrusive can be a good quality, eerily walking around slightly like a zombie, seruptitiously clearing your table without any interaction whatsoever was just plain odd! the other area which i find completely below standard are the toilets. whilst they are kept clean and there are some nice touches with flowers etc, the general standard of the toilet decor was more like a cheap gym locker room. the regular heathrow airport toilets are far far nicer and to a higher quality. whilst the individual toilet cubicles with self contained wash areas are nice, there aren’t really enough and some regular wash room facilities and urinals as well would make it easier. on board me and my friend had the centre two seats at the very back of the cabin. this meant that we basically had our own private suite as well as direct aisle access. these seats are fantastic when travelling with someone and as good as any business offering from any airline in terms of comfort, privacy and access. unfortunately this was an ancient 777 with the old ife, which is a completely unacceptable product in terms of resolution, selection and even the fact that some screens won’t even stay in place and fold themselves away! british airways need to have an active plan to refurbish or replace all of these aircraft, end of story! even the thales system is showing its age now, but this rockwell collins one makes vhs tapes look state of the art! the cabin crew were slightly mixed in terms of level of service and experience. some were clearly not in sync with each other when serving drinks and meals etc, and some were rather abrupt and unfriendly. others however were absolutely wonderful and made the whole flight a wonderful experience. food and drinks on board were actually quite good, although the on board service was not the new club world one on this route yet. overall it was a very enjoyable flight, and as i booked using avios and a companion voucher it was exceptional value for money. having said that, i would have still considered it good value even if paying cash.",2017-11-20,November,2017,7.0
1567,"""The service was brusque""","kuala lumpur to madrid via london. my first time flying ba and i had very low expectations. fortunately, my experience was pleasant as the seats were generally comfortable and overall service was good. the service (kul-lhr) was brusque. meal was served not long after take off and my child was already sleeping as it was past midnight. i had asked if we could have it later but the reply was a curt no and that they couldn't give it to us later nor would they have any snacks to offer. so if we got hungry we would just have to wait more than 8 hours later for the next meal. luckily on the return route we had a very courteous cabin crew who spoke politely. both aircrafts appeared new and the seats were wide enough for us. some people complained about the entertainment unit under the seats. what i didn't like though is that the arm rest couldn't be kept up totally between the 2 seats so that my child could lie across his seat and mine. the armrest kind of went up to a max of 80 degree angle. the seat pockets were very small so there's very little that can kept inside. the toilets were generally clean but the toilet seat lids didn't work properly. they always fall back down and there was never seat liners. food was below average.",2017-11-19,November,2017,6.0
1568,"""inflight service was very poor""",madrid to london heathrow on a busy monday evening in november was an entirely mixed affair. boarding was from the satellite terminal which was efficient and well managed. boarding was rather slow as too many people were allowed to bring aboard large amounts of luggage. this resulted in some bags being removed and placed into the hold. some passengers were poorly behaved and argued with the staff. every single seat was occupied. this was quite hard on the staff. a trendy safety instruction took place with a video of certain uk based tv personalities. this was in english only. the inflight service was very poor. i ordered a sandwich and a drink and had my receipt chucked at me. disembarkation was slow again due to the large amount of luggage. i regard this as a health and safety matter. british airways is not what it was and on this route there are alternatives offering better service.,2017-11-19,November,2017,5.0
1569,"""this was not acceptable""",flew british airways from bologna to london heathrow. we arrived at bologna airport to be told at the bag check in that the plane had been overbooked and that we would have to wait until boarding closed before we would know if there was a seat for us. we were both amazed and surprised since we had booked this return flight several weeks earlier and had arrived at the airport in good time. the member of staff dealing with us was particularly brusque and unhelpful and the only information that we were given was a typed sheet setting out the fact that if we did not travel we would be able to claim compensation. for us this was not acceptable since we had to be in the lake district the following day. we were eventually allowed onto the plane but would not have made it if it had not been for a fellow passenger who seemed to know how to get around the queues in this situation. i thought that these problems were only found on the well known cut price airlines!,2017-11-19,November,2017,2.0
1570,"""prepare to be nickled and dimed""","my husband and i booked our honeymoon to italy through american airlines which unknowingly routed us to their partner airlines, british airways. we ran immediately into trouble when we received an email notice that our flights have been changed and we now had a 40 minute layover at london heathrow and we would not arrive in rome in the am as planned. we decided to give it a shot regardless. we arrived at bwi and discovered we were not on an aa flight and had packed more bags than ba would allow. (we had three checked bags instead of 2 and british airways only allows one checked bag or you pay close to $100 for additional). luckily the gentlemen at the counter checked the bag at no charge. i can't say the same for the rest of our trip. we found that the flight was full and they had not placed our seats together for a 6.5 hr flight and we had 2 middle seats. the neighbors on our flight refused to swap seats, originally then after some pity complaining a lovely woman swapped. we arrived into london around 9am. late of course, and after running to the next terminal in an attempt to make our connection, we missed our flight and were unable to make it through security. the ba representative told us the next flight was full and we would have to wait until 5pm. we again explained that we were on our honeymoon and had afternoon ticket reservations in rome. the ba representative was then able to find two seats on a 12pm flight - so we missed our ticket reservations but were able to get into rome for dinner. upon our return flights, we attempted three times to reserve seats online via british airways app and web (learning from before) and the website kept giving us an error screen even though the charge was pending on my paypal account. we eventually had to make an international call and pay $174 to ensure we were able to sit next to each other on the 8 hr flight home, though we could not select seats for our connecting flight to london. once we arrived at rome to check - we got hit with the $100 additional baggage fee (we we tried to explain, the representative refused to comp the bag). upon arriving at the gate my ticket was pinged for having an extra bag that was not paid for. luckily, we had the receipt from paying 2 hrs earlier. otherwise i imagine we would've had to shell out $100 again. we are crossing our fingers for a safe trip home, as we are again delayed on our flight from rome to london. if you fly british airways prepare to be nickled and dimed at every part of your journey.",2017-11-18,November,2017,1.0
1571,"""In-flight service good""","flew british airways from london heathrow to johannesburg. plane at t5 satellite c, so used b galleries lounge, which was quiet and pleasant. efficient boarding, seats 50j/k on upper deck, which provided good privacy despite proximity to toilets. mixed crew fas and ours were young and enthusiastic. in-flight service good, with a notable improvement in the quality of food, i.e., courses delivered individually to seats and main courses not cooked to a crisp. ife lagging behind that offered by competitors, with small screens and limited movies. breakfast included four hot options which were more palatable than usual. overall, a good flight, although we look forward to promised improvements in 2018.",2017-11-17,November,2017,8.0
1572,"""will think twice before choosing again""","london heathrow to brussels. i had to travel for a surgery that had to be done in belgium. going there the staff at check-in in were amazing, as i had missed my plane she did everything possible for me to be on the next flight at a good price. however coming back to london the staff were quite rude and not acknowledging. i got on the plane and asked if i could have help to place my hand luggage into the locker as i could not carry anything nor lift my hand due to my operation. the first staff member at the entrance told me that i had to ask a member of staff closer to my seat, if no one could help then he will try to come. so that’s what i did, but the member of staff refused as she told me that she wasn’t allowed to carry a bag unless i help her and even after explaining the situation, she just ignored it and just left me alone with my suitcase. luckily another passenger heard me and carried my bag to the top and helped my get it down at the end. i work in retail and i know about customer service but very disappointed with my expirience coming back especially on the plane. i am very angry by this situation and next time i will think twice before choosing the company again.",2017-11-17,November,2017,3.0
1573,"""a functional, disinterested service""","flew london to san francisco. british airways provided a functional, disinterested service on this ten hour flight. we were given what was necessary and certainly no more. ignored for five hours, not even a glass of water offered and it was made clear that the staff were happy to do the bare minimum and no more. if you have to go with british airways, do, but if you can avoid them then i would. in the interest of fairness i have informed the customer service team at british airways of my experience - so far i have been ignored hence writing this review.",2017-11-17,November,2017,3.0
1574,"""BA is just too cheap on it's product""","london heathrow to seoul incheon. i was flying my return leg back to korea after a christmas vacation. i had not had a pleasant experience on my initial leg and unfortunately had no better experience on the return. to start with, i was unable to pre order my meal on line due to a technical fault. having not had my selection available on the outbound leg (in business class!) i wanted to ensure i had something for my return. i couldn't pre book and of course when offered the meal by the cabin crew they had again run out of 50% of the available selections. quite disgraceful. i was also unable to check in on line, so i was ""directed"" by staff to use the kiosk at the airport which also did not work. eventually i made it passed the staff and was allowed to queue for the business class check in. the rest of the airport process after that was smooth. this time i sat at the rear of the business class cabin in the window seat. this meant that i did not have to step over somebody else feet and legs if i wanted to get out of my chair in flight. of course i had to pay extra $'s for the seat selection in business class - a point which i have made before about being very unhappy about in a premium cabin. the flight was uneventful. on this occasion i had a very warm crew for which i appreciated. overall i still feel that ba is just too cheap on it's product and this is not an acceptable practice especially in a premium class. frankly, even though they were the cheaper ticket price by the time i had paid extra for the seat and not had my meal choices available i would have been better off flying another carrier.",2017-11-17,November,2017,6.0
1575,"""BA is way behind other carriers""","seoul incheon to london heathrow. this was my first flight on ba for many years. as a brit, i was actually looking forward to flying them in order to return home for christmas on board the relatively new b787. i was disappointed. the fare i paid on this occasion was relatively good value for a j class cabin - in my view. however, it was extremely disappointing to see that you have to pay to select your seat in j class. i do not know of and have not ever flown another airline which charges you for this and i certainly do not appreciate it. i was seated in row 1 by the window. my first experience in this cabin was a shock when i realised i was looking straight into the face of the passenger sitting next to me. and further that i had to step over the legs of the passenger in row 2 to get into and out from my seat. the tray table did not sit straight when pulled out for service. even in row 1, by the time the cabin crew came to take my meal order they were already telling me that two of the available options had already run out. this left me taking a korean option on a flight on ba where the majority of the passengers seemed to be non-korean. clearly something wrong with the meal ratios. they offer a serve yourself snack bar in flight. i went to the galley at one point and there was very little available to take food wise - it was mostly just drinks. it also seemed to be a fixed meal time - something else i do not appreciate in business class these days when dine on demand is a far better option for passengers. the ife selection was nothing more than average. i found the overall selection somewhat limited compared to other carriers. the service and product simply left me feeling that ba is way behind other carriers and i concluded that i would not make a point of flying with them again on a long haul route in a premium cabin.",2017-11-16,November,2017,6.0
1576,"""It was the most uncomfortable flight""","flew cape town to london with british airways. it’s hard to think of a good thing about this flight. on the outward journey i was in an aisle seat. next to me was somebody who was too large to comfortably be able to occupy a middle seat. the crew could have helped the poor person out by offering an aisle but they made no attempt. so three people suffered cramped conditions for 11 hours. the food is awful, poor quality and with poor selection of wines - cheap spanish wine with no choice, the cabin was over heated. it was the most uncomfortable flight i have ever taken. until my return flight - entertainment system was not working - ancient plane same miserable food. this airline used to be good, now it is awful.",2017-11-16,November,2017,2.0
1577,"""Cost cutting was in evidence""","london to bahrain club world and they certainly like to pack folk into a business class cabin in a 2-4-2 configuration which is out of date and hardly worthy of business class cabin compared to the likes of qatar, emirates, etihad which are far more superior. the plane was old along with a tired cabin and dirty unkempt bathroom basins that had permanent staining which need replacing. on this flight good choice of foods with attentive staff. cost cutting was in evidence in the amenity bag you get, the presentation of food trays and the personnel service had gone. it's more akin to economy, also a real negative point is your at heathrows newest terminal & guess what you are transported to your aircraft by buses! a shining example of what is supposed to be a modern airport. this flight is definitely not 5 star and a 3 star rating is where this airline should sit. plane was delayed 45 mins & arrived 25 mins late so not exactly a good timekeeping record either. ife was poor with old films that they call new releases, no where near on a par with qatar airways.",2017-11-15,November,2017,5.0
1578,"""crew amazingly helpful""","london to philadelphia. ticket booked was an amex companion ticket so effectively family of 4 travelled for £2.5k in business class return so very good value. positives - b747 on both journeys was refurbished so very clean and great ife. cabin quiet and crew amazingly helpful. t5 lounge fine, flight on time. bags off very quickly. negatives - food on on both legs wasn't great. salad poor and main beef meal very average. pudding which is normally the show stopper - not great. in previous years food been excellent. return journey just the same - except for the crew this time being outstandingly helpful. we were travelling with a baby and a toddler and the crew couldn't do enough to help. the real test of the crew was on landing at lhr, we were walking up the jetty and my 3 year old daughter was sick all over me. we were stood on the jetty trying to sort the situation and all the crew after a long flight came to help us. they were amazing. they didn't have to as they were done for the day. ba are getting so much stick at the moment - their hard product is fine if you are redeeming a companion ticket but not if you are paying in excess of £15k. the crew lift this product to a much higher level.",2017-11-14,November,2017,8.0
1579,"""extra cost not justified""","british airways short haul business class is nothing more than an economy class seat and maximum 31 inch pitch, with lounge access and a meal thrown in. so is it worth paying three times the cost of an economy ticket? ba recently introduced business class on domestic routes and as i got a decent price for booking well in advance, decided to try it out. checking in was efficient, and the galleries club lounge adequate (no comparison whatsoever with asian or middle eastern airline lounges). priority boarding although announced, did not make any difference as economy and business class passengers were in the same queue and confused. having maneuvered into the cramped seat, i was offered a hot towel as soon as i sat down. i couldn't decide whether to be amused or embarrassed by the new celebrity cast safety video. it was more spot the stars, than listen to the safety instructions. but i guess it was something different ba was trying out. the service on board was surprisingly efficient and swift. soon after take off, a tasty snack and bar service with premium brands was offered on this one hour flight. the service was good, considering a one hour flight. despite a boeing 767, 2x2x2 layout, the cabin felt claustrophobic. to me, this was no different than economy seating, with virtually no leg room. how can this be branded as business class? is the extra cost justified to fly club europe? absolutely not.",2017-11-13,November,2017,2.0
1580,"""requested Asian vegetarian food""","i requested asian vegetarian food both ways including my return flight from oakland to gatwick on the 6th november, but i was very disappointed that my requirement was not fulfilled.  i was told that on my connection flight i have to pick up my luggage and then check it again at phoenix airport for connection flight which i never heard before as normally all the airlines do the checking luggage transfer themselves and passengers just have to do security checks and board the flight. when i reached phoenix first security took long time to clear then luggage took time to come then i had to go on the different level to check in, then down to go through security again to board my flight. on my return flight from oakland to gatwick when i went to the check in luggage i was told by the staff at the desk that tsa will break my lock to check through my luggage, so please keep it unlocked.  i requested asian vegetarian food but when i got my special meal it was cholesterol fat free diet. when i mentioned this to the staff who gave me this food she said that’s what you asked for but i said sorry i didn’t as on the food label clearly says 18a and my seat no is 18k so how is this my food. she still didn’t believe me instead of apology she said i have to get back on this matter to provide you food as we might not have spare food to offer you. after 15 mins of wait once she serving all the passengers she came to me and told me that if you want i can offer you full english breakfast i said but i am vegetarian she said i don’t have any other option.",2017-11-13,November,2017,1.0
